subject_id	ASCs (Plasmablasts)	Basophils	Bcells	CD3 Tcells	CD33HLADR	CD3CD19	CD3CD19neg	CD4Tcells	CD8Tcells	Classical_Monocytes	Intermediate_Monocytes	Monocytes	NK	NaiveCD4	NaiveCD8	Non-Classical_Monocytes	TcmCD4	TcmCD8	TemCD4	TemCD8	TemraCD4	TemraCD8	Tregs	mDC	pDC
4	0.19	1.239506987	9.663399356000001	41.79389313	12.97202709	0.65082042	22.81136669	26.69346453	13.05508356	10.388717	0.390872664	7.211965205	4.478075626	12.96441886	9.693198245	1.124432553	7.318480383	2.631495524	5.171692323	0.36392686	1.150744338	0.20193502600000002	0.257728691	0.4222566	0.294501788
6	0.79	1.382847055	6.744350786	39.1935558	44.388503	0.40648667200000005	10.58719496	26.72923233	11.13298057	41.38050163	0.7893606670000001	41.38050163	3.14730031	12.22724586	4.111616644	1.15607028	7.896934631000001	1.607246714	6.029631531000001	2.6351112569999997	0.150867568	2.750639048	1.1822185459999999	1.027547594	0.385092636
11	0.19	1.280927805	5.525019782	78.88535897	8.290246005	0.033304595	7.209854381	58.49822257	21.20345328	7.021364544	0.235730398	7.257094942	3.101579016	35.97935587	14.13437578	0.0	17.30209158	3.504777202	4.258264146	1.566024589	0.958510978	1.8237218480000001	0.68664155	0.868045304	0.599955121
15	0.64	0.465493696	10.91820097	49.42290887	13.82692184	1.269373503	24.75004067	16.52266184	26.69618639	9.458544391	1.126944916	10.58548931	14.77360853	7.867618965	12.84751251	2.566930087	6.603919907000001	1.8848617140000001	1.8445731490000001	7.336679995	0.084927537	4.524613854	0.250621352	0.44128272700000004	0.24248798
17	0.13	0.459360868	15.69827356	53.07671115	18.66252871	1.527229185	11.09910168	31.16779388	20.76925726	15.08089149	1.320596268	16.40148776	3.2326130319999997	10.77391975	10.68649813	1.6369035790000002	15.39547686	2.061693171	4.466582423999999	2.654968065	0.357104066	5.171253653	0.11258844800000001	0.38333055200000005	0.344520651
20	0.31	0.498043401	4.8567040630000005	46.72931254	29.36477775	0.369107426	19.99930586	28.67497896	16.06198645	24.16274045	1.159382565	26.6055826	12.76986751	7.886786232	8.914803342	2.092302887	11.81299945	1.120857954	8.617886179	4.185126376	0.11106194300000001	1.773173335	0.29136406600000003	1.1493175759999998	1.064632845
21	0.47	1.5826927259999999	8.731830925	32.2565881	39.77881532	0.541619575	16.57577403	17.28765884	10.41420087	32.8586545	1.9535133219999998	34.81216783	6.799534039	5.06765908	3.200879615	3.449739065	5.85466875	0.6038010779999999	5.60460837	3.301224015	0.5075932160000001	3.1575126860000005	0.330389275	1.142618482	1.189988511
26	0.57	0.726377431	12.41319858	50.99944910000001	18.22829879	0.952520217	17.198754	41.14557474	10.61119764	15.76453265	0.34397508	16.10850773	10.18594718	24.58053064	7.399119913	1.151287824	7.64175582	0.70988431	5.045704647	0.99196768	3.1894634460000004	1.483700716	0.262019574	0.8136039340000001	0.48408158799999995
29	1.99	1.2722453040000001	5.175721762	58.77484676	26.73644394	0.676758547	8.789050335	19.343901199999998	16.87809991	24.10430133	0.8329219109999999	25.08320864	4.1465322769999995	8.894323887	8.286836249	0.48079479299999994	6.60382661	1.311741875	3.019968555	3.781188999	0.649566677	3.4753943960000004	0.47137638	1.19720182	0.293186082
31	0.35	1.524351948	10.49683348	63.85582973	9.387476686	0.084112046	15.84693198	38.05982608	25.30325652	8.545243217000001	0.0	8.545243217000001	5.974181259	19.7747578	15.20186096	0.458402698	9.273313267	1.3858612259999998	7.647041053	6.606532119	0.425171285	1.9147018	0.261558251	0.345988301	0.258378212
33	0.091	0.465526062	21.40737793	37.0817939	21.55885864	0.9819246290000001	20.5399875	20.45188427	14.17552436	16.38123117	1.321832547	17.70306372	11.68646621	9.964474507	3.70601944	2.538793838	5.48485193	1.0086398	4.056442903	2.763883363	0.86312738	6.696981753999999	0.059398624000000004	0.878758597	0.41351674
36	1.73	0.997050247	10.91432682	57.50038622	18.80527769	1.011533485	12.10388344	30.55202862	19.36324444	16.71763962	0.736834737	17.44674996	6.386021744	20.757256100000003	12.73028349	0.6628495289999999	5.924127144	0.899650471	3.8234541560000004	3.398129731	0.047191217	2.273385602	0.209524177	0.6087787729999999	0.46394639299999996
44	2.34	0.8686851309999999	13.09928373	37.51707667	38.18294193	0.44204332	13.16389006	23.72412496	11.65434213	33.79091151	1.4501421140000001	35.24105362	3.887180944	10.88106634	6.560842963	1.797176123	6.0693948010000005	0.503049299	5.804568848	2.09040486	0.679266568	2.465841652	0.267626227	0.940292149	0.5638552579999999
45		0.510423849	12.01555097	43.26485081	14.80150271	1.02558115	23.0640578	20.9101796	20.18785491	13.02992961	0.7671347	13.54508691	19.46505687	12.06903897	12.63594867	0.358164494	3.992508524	1.0429371379999999	4.030849481000001	3.3757397989999998	0.24629725800000002	3.1332293030000002	0.06674166599999999	0.6132975270000001	0.429481829
46	0.78	2.3961631619999997	11.51066977	37.490269899999994	35.066971	0.160488505	18.38671062	21.15610647	14.04468248	27.86979808	3.5375698160000004	30.01879344	7.381540876	10.67085746	9.565890223	2.33537911	7.1466229189999995	1.635587202	2.847236652	1.7692500919999998	0.212744183	1.024180268	0.23367746600000003	1.141406655	0.85997029
47	1.31	0.901842776	6.925744419	74.67984983	9.378270713	0.46049350899999997	8.648152925	45.38514888	25.038833	8.481471928	0.181583699	8.663055627	5.1572521710000006	33.16183762	21.89631158	0.197518127	9.934485427	0.94758261	1.997993867	1.771472788	0.0	0.423466025	0.41888057799999995	0.386782449	1.082165477
48	0.009640000000000001	0.7748751890000001	18.24649328	40.52251736	20.31912065	1.4681913290000002	20.182204199999997	36.50274796	3.435369912	16.05493098	0.658637489	18.25265838	8.036327813	15.19734079	0.247631255	2.79150296	5.597648017000001	0.35590571	10.20117471	1.2742477620000001	5.243797338	1.4861728509999999	0.313520692	0.699609673	0.45531784299999994
49		0.659817609	15.7490686	65.02543308	11.40600108	1.002270475	7.427338527000001	31.94517618	32.35003575	9.96500207	0.382123459	10.34712553	1.127083882	16.3032025	14.33143291	0.0	8.644582847	5.119858503000001	4.21668611	1.456051882	2.675334613	11.32023106	0.175930456	1.025320187	0.383377865
52	0.46	1.260820032	19.44816368	40.09607366	27.45821735	0.038758324	15.01914426	17.79344749	13.43460414	22.83540632	1.527577135	23.51264931	7.221086877	10.33819574	9.069301057999999	1.8395522830000002	4.50712331	0.63070364	2.813648803	1.241147246	0.0	2.425625125	0.19070857300000002	1.072020013	1.152913334
55		1.10644985	8.380705111000001	51.09975403	18.80609456	0.641432085	23.42839574	29.44151407	4.63200328	14.42716589	0.308964198	15.33438098	9.109319486	14.40953813	3.658923203	1.4411041269999998	7.818119705	0.314156873	6.222055206	0.55752938	0.798852145	0.086225745	0.262640066	0.7672861440000001	0.498770156
